filtervalid,filteryes,0_Agrees_contact_Future,0_agrees_mention_name_report,0_enum_gender,0_settlement_location,0_Village_location,0_has_email,1_Gender,2_Age,3_settlement_lives_in,4_years_in_settlement,4_months_settlement,5-HH_head,6_relation_HHH,7_highest_level_educ,8_primary_source_income,8_Other_sources,9_income_range,10_HH_size,11_Displacement_status,12_Urban_1_rural₀,13_disability,14_Specify_disability,15_how discoverd_IMC_activities,16_others_sources,16_location_easy_to_find,16_explanation,17_felt_safe,17_explanation_text,18_pay_for_services,18_who_to_pay,19_accessed_WGFS,20_times_attended,21_how_far_travel_to_WGFS,22_interaction_with_HLSS,22_Other,23_staff_professional,24_Received_treatment,25_referred_to_otherplace_ifnecessary,26_referred_where_text,27_how_satisfied_with_service,27_explanations_text,28_recommend_to_friend,28_explanation,29_improvement_suggestions_text,30_wife_can_be_blamed_for_beeing_beaten,31_Husband_should_beat_to_discipline,32_give_opportunity_for_sex,33_rape_solved_comunity,34_treatments_girl_raped_text,35_how_fast_HIV_prev,36_girl_raped_must_marry_man,37_women_moving_after_dark_blame_rape,38_understandable_man_rape_beautiful_woman,39_her_fault_if_beautiful,40_OK_force_sex_wife,41_OK_force_sex_wife_sick,42_no_big_deal_sex_message_uninvited,43_no_big_deal_touch_uninvited,44_menstruation_means_ready_mariage,45_under18_marrige_OK_if_parents_OK,46_family_to_choose_marriage,47_woman_should_have_equal_right,48_women_should_have_equal_opportunities,49_more_important_educate_boys,50_husband_wife_should_decide_together,51_participated_in_consultations,52_IMC_HLSS,52_Community_discussion,52_Walk_ins,52_Other_sensitization,52_SASA,52_EMAP,52_16_days_activism,52_intl_women_day,52_WGFS,52_other,52_spec_other,53_improvement_knowledge,54_Medical_injuries,54_medical_infection,54_prevent_STI,54_prevent_HIV,54_prevent_pregnancy,54_justice_formal,54_justice_trad,54_INGO_protection_services,54_INGO_psy_support,54_comm_psy_support,54_purification_rituals,54_Counselling,54_other,54_noresponse,54_Other_precision,55_recomm_time_seek_help,55_explanation_text,56_men_victims,57_MW_both_willing_help_GBV,58_whom_report_assistance,59_open_discussion_GBV_partner,60_open_discussion_other_women,61_community_open_impact_GBV_community,62_IMC_result_men_more_engaged_prev,62_explanation_text,63_confidence_comm_leader_can_prevent_act,64_likely_assist_another_woman,65_how_text,66_reason_no_assistance,67_men_more_likely_assist,68_WGFS_beneficial,68_explain_text,69_what_like_most_WGFS_text,70_negative_aspect_improvement_WGFS_text,71_other_recommandations_text
Valid,Yes,Yes,Yes,Male,Bor,Langbaar,No,Female,25-34,Langbaar,11,4,Yes,0,No education,Farming,0,>500 SSP,7 to 10,IDP,Rural area,No,0,Community leaders/women groups,0,Yes,Langbaar is near to the centre,Yes,Security is okay,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,WGFS,0,Yes,Yes,Yes,PAH,Highly satisfied,Through awareness and training on GBV in the centre,Yes,Take her to hospital for treatment and prevention of infection from HIV AIDS and other diseases,As women and girls have improve on the service that we receive from the centre offered by HLSS,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,To prevent unwanted pregnancies and infections from HIV AIDS and other diseases,Within a day that incidents have happened,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,Take her to hospital for treatment of  injuries and prevention of infection from HIV AIDS and other diseases,Yes,More willing,Health clinic,Very open,Very open,Very open,Agree,Through awareness and training that the receive from the centre on GBV and how to prevent it and form of violence in the community,Highly confident,Highly likely,"Yes,by counseling and take her to hospital for treatment of injuries and to prevent infection from HIV AIDS and other diseases",0,Highly likely,Highly beneficial,"We get our services like bedsheets, corting,soaps, money, clothes ,shoes, women kits from the centre","Women's learnt their rights in the centre ,centre make us to know each other's from different blocks","It gives women and girls  time to share their ideas, feelings and get new information from the centre","I thanks ,healthlink for the good work that the done to us and let them try to do support us gained"
Valid,Yes,Yes,Yes,Male,Bor,Langbaar,No,Female,25-34,Langbaar,14,4,Yes,0,No education,Farming,0,>500 SSP,7 to 10,Returnee IDP,Rural area,No,0,IMC/ HLSS staff,0,Yes,Langbaar is near the centre,Yes,Security is okay,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,WGFS,0,Yes,Yes,Yes,IMA,Highly satisfied,Through awareness and training that the receive from the centre on GBV,Yes,"Yes,counselling and take her to hospital for treatment of injuries and prevention of infection from HIV AIDS and other diseases","Women's and girls have improve on Training that the receive from the centre and awareness on GBV, violence Abuses and how to overcome them in the community",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"To prevent unwanted pregnancies,prevent infection from HIV AIDS and other diseases",Immediately after the incident,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Within 72 hours,Inorder to prevent infections from HIV AIDS and other diseases and to treat injuries,Yes,More willing,Local NGO,Very open,Very open,Very open,Agree,Through awareness and training that the receive from the centre,Highly confident,Highly likely,Take her to hospital for treatment and counselling,0,Highly likely,Highly beneficial,"We benefit from HLSS services ,bedsheets, corting,soaps, clothes, shoes, money, women kits","Centre is more  important to us as women and girls it's give us to share ideas together with other women from different blocks, it helps us to know each other from different areas,it helped in getting information from the centre",Women and girls  gathered in side centre freely and comfortable within the centre,I thank you for your services and support that  offered to as women
Valid,Yes,Yes,Yes,Male,Bor,Malou,No,Female,25-34,Malou,10,6,Yes,0,Some Primary,Trading,0,>500 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,My home is near to the centre,Yes,Security is good,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Through awareness and training,Yes,I should take her hospital for treatment,Services provided by the projects have improve women and girls in the centre for items that they recieve from the centre as free of charge,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"To prevent unwanted pregnancies,to prevent infections from HIVlAIDS",Within that day,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,"To prevent infections,treats injuries",Yes,More willing,Parent,Very open,Very open,Very open,Agree,"The gets messages through awareness and training,on how to control and how prevent them in the community",Highly confident,Highly likely,By taking her to hospital for treatment,0,Highly likely,Highly beneficial,"Yes,from services that we get from the centrel",Wgfs is importain to us it give women and girls time to shares ideas in the centre and getting informations,Women and girls have know each others from different location within Jonglei State,I thank healthlink for greater change that the have done to women and girls
Valid,Yes,Yes,Yes,Male,Bor,Malou,No,Female,45-44,Malou,12,5,Yes,0,No education,Trading,0,>500 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,Iam livining near the centre,Yes,Security is okay,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Thuogh awareness and training that we gets from the centre,Yes,Take her  to hospital for treatment,"Yes,through awareness and training and servcies we get from the centre have really improve women and girls in the community",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,To prevent unwanted pregnancies and prevent infection from STD,Immediately,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,Inorder to prevents infections and treat injuries,Yes,More willing,Parent,Very open,Very open,Very open,Agree,"Through training and awarenesss that they recieve from the projects,on Gbv ,abuses and forms of violences within the community",Highly confident,Highly likely,To take her to hospital for treatment,0,Highly likely,Highly beneficial,"Women and girl are the by recieving,bedsheets,corting,soaps,beats,money and women kits","From the projects,women and girls have know each other from different location and share ideas,getting more information from the centre","Women are now aware of their rights,Also the are well aware of GBV,Abuses and form of violence  and how to control and how to prevent them in the community","I thank healthlink for projects,the have help us alot with so many things that we have on,may your concern support us again"
Valid,Yes,Yes,Yes,Male,Bor,Malou,No,Female,45-44,Malou,13,5,Yes,0,No education,Farming,0,0 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,My home is near the centre,Yes,Security is good,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Through awarenesss and training,Yes,Take her to hospital for treatment,Our services are okay we recieve them on time from healthlink,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,To prevent infection from HIVlAIDS and to prevent unwanted pregnancies,Within three days,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,To prevent infections and to treat injuries,Yes,More willing,Parent,Very open,Very open,Very open,Agree,"Through training and awareness from the prpject on GBV, Abuses and form of violence like force marrige",Highly confident,Highly likely,Take her to hospital for treatment and to protect from infection,0,Highly likely,Highly beneficial,"Women and girls are recieving items like,corting,money,bedsheets,kits soaps",Centre have improve women and girls  on how to know each other from different areas,Women have know each other and share their ideas together and get information within the centre,"I thank healthlink for the support,my request is to continue supporting us"
Valid,Yes,Yes,Yes,Female,Bor,Malou,No,Female,25-34,Malou,12,4,Yes,0,No education,Trading,0,>500 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,My home is near the centre,No,Security is okay,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,"Through awareness and training on GBV ,Abuses and form of vio
lences in the community and how to control and how to prevents it",Yes,Take her to hospital for treatment and to prevent infections,"We gets our items like,corting bedsheets,soaps,beats,women kits",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Is to prevent unwanted pregnancies,protect her from infections from HIVlAID",Immediately,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,To prevent infection and treats injuries,Yes,More willing,Parent,Very open,Very open,Very open,Agree,Through training and awareness that was given by healthlink,Highly confident,Highly likely,"Yes, by taking her to hospital for treatment of injuries,to prevent infections",0,Highly likely,Highly beneficial,"Women and girls recieve ,corting,bedsheets,soaps,money,women kits",Centre have improve women and girls  for them to have to know each other from different location,It have improve women and girls on sharing of ideas and getting more information,Healthlink have done alots  in the community.may the continueing support us women and girls in our centre
Valid,Yes,Yes,Yes,Male,Bor,Malou,No,Female,25-34,Malou,8,4,Yes,0,No education,Farming,0,>500 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,My home is near to the centre,Yes,Security is good,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Through awareness and training from the centre,Yes,I have to take her  hospital for treatment,Both women and girls have improve through their services that the get from the projects,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Taking her to hospital prevention of unwanted pregnancies and to prevent infection from AIDS,Within three days,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,To prevent infection and treats injuries,Yes,More willing,Parent,Very open,Very open,Very open,Agree,"Through training and awareness that the get from the centre on GBV ,Abuses and forms of violences in the community",Highly confident,Highly likely,"Yes,by taking her to hospital for treatment of injuries,to prevents infection",0,Highly likely,Highly beneficial,"Women and girls are highly benefitingfrom the project ,we get corting,bedsheets,soaps,women kits,",Women centre give us time to meets together and share ideas together and get new information,We have achieve  togetherness and know each other from different areas from the centre,"Let healthlink continue support us as women and girls,project have done alots"
Valid,Yes,Yes,Yes,Male,Bor,Malou,No,Female,25-34,Malou,12,4,Yes,0,No education,Farming,0,>500 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,Is near to my home,Yes,Security is okay,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Through training and awareness,Yes,Take her to hospital for treatment,Women have improve on services that are given to them by healthlink,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Inorder to prevent unwanted pregnancies ,to prevent infection from HIVlAIDS",Immediately,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,Is to prevnt infection and treats injuries,Yes,More willing,Parent,Very open,Very open,Very open,Agree,Awareness  and training was given to them by healthlink,Highly confident,Highly likely,Take her to hospital for treatment of injuries and prevention of infections,0,Highly likely,Highly beneficial,"Yes ,we get bedsheets,money,soaps,beats,corting,women kits  as free of charge through the project",It let as women to know each other from different areas and sharing of ideas and informations together in the centre,"Women are trained on force marriage ,good of it and bad of it,and how do business when you have money ,Train on GBV, Abuses and forms of violence in the community",I thank healthlink for support that we get from the centre
Valid,Yes,Yes,Yes,Male,Bor,Malou,No,Female,25-34,Malou,11,4,Yes,0,Some Primary,Farming,0,>500 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,Our home is near to the centre,Yes,Security is good,No,0,Yes,5-10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,"Yes,through awareness and training on force marriage,GBV,",Yes,Take her to hospital for treatment of injuries,Women have improve from services that the  get from the centre,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"To prevent unwanted pregnancies,to prevent infection from HIV",Immediately after action,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,"Take her to hospital ,to preven infection and to treats injuries",Yes,More willing,Parent,Very open,Very open,Very open,Agree,Men are aware of GBV and to prevent it in the community,Highly confident,Highly likely,"Yes,by taking her to hospital for treatment and conselling",0,Highly likely,Highly beneficial,"We recieves, ccorting,money,bedsheets,soaps,women kits  and many items","It help us to know each others and share ideas together as women,we get more infomation,changing your thinking","Centre have improve women, GBV against women,women right,Abuses",I Thank healthlink for the support the have done to us
Valid,Yes,Yes,Yes,Male,Bor,Malou,No,Female,25-34,Malou,13,6,Yes,0,No education,Farming,0,>500 SSP,7 to 10,Returnee IDP,Rural area,No,0,Community leaders/women groups,0,Yes,Is near to me,Yes,Security is okay,No,0,Yes,1-5times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Through awareness and training  on GBV and getting items from the centre,Yes,Take care of her and conselled her than take her to hospital for treatment of injuries,"Yes ,through the centre women have fully improve from the services that the get from healthlink",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,To prevent unwanted pregnancies to prevent infection from HIVlAids,Within three days,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Within 72 hours,Is inorder to prevent infection,Yes,More willing,Parent,Very open,Very open,Very open,Agree,Through awareness and training of men,Highly confident,Highly likely,"Yes,by concelling and take her to hospital for treatment and prevention from getting infections",0,Highly likely,Highly beneficial,"We gets ,corting,soaps,money,bedsheets,women kits",Centre gathering us together from different locations,It give us women to know each other  from different areas and share ideas and information together,"I thank healthlink for supporting as women,and may continue supporting us for better change in women"
Valid,Yes,Yes,Yes,Female,Bor,Malou,No,Female,25-34,Malou,5,3,No,Wife,Some Primary,Support from aid agencies,0,>500 SSP,5 to 6,Host community,Urban area,No,0,Community discussions,0,Yes,The place is near my home,Yes,"There are no threats,the place is secured and calmed",No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,"Embroidery have helped her alot since i sold the bedsheet and the money have help me and my family,i have benefited from dignity kit and things inside are very useful and good",Yes,To get help like me,To increased the number of materials supports  so that many  women and girls who are left out should benefit,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"prevent STI,HIV/AIDS and unwanted pregnancies", Within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,Within 72 hours,"To prevent STI,HIV/AIDS and unwanted pregnancies by providing PEP (post exposure propalaxsis) and ECP (Emergency contraceptives pills)",Yes,More willing,WGFS,Somewhat open,Very open,Somewhat open,Agree,Male staff creates awareness in the community based on different types of GBV,Highly confident,Highly likely,"To informed her about the available services,who to help and where to get help ",0,Somewhat likely,Highly beneficial,Embroidery help me with my family since i sold it and i use the money to buy more bedsheet for emboidery and currently i have sold  two and the money is very  good and useful,"Awareness raising helps reduce emotions and stress,embroidery helps gained cash for her sustainablility",No,"Increased support e.g dignity kit ,emboidery,crocheting ,beading ,toiloring and soap making so that many women and girls who are left out"
Valid,Yes,Yes,Yes,Female,Bor,Malou,No,Female,25-34,Malou,1,3,Yes,0,Some Primary,Support from aid agencies,0,0-100 SSP,5 to 6,IDP,Urban area,No,0,Friend or family member,0,Yes,The place is near my home,Yes,Its near my home and there are no threats when accessing the center,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Embroidery helps me gdt cash that am doing some business now and am happy with my family ,Yes,To get help like me,Bring another project so that many women and girls would benefit from HLSS services,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Prevent STI,HIV/AIDS and unwanted pregnancies",Within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,Within 72 hours,"To prevent unwanted pregnancies by giving ECP( emergency contrceptives pills),HIV/AIDS by giving PEP (post exposure propalaxsis)and to prevent STI",Yes,More willing,WGFS,Somewhat open,Very open,Somewhat open,Agree,Male staff creates awareness in the community about different types of GBV,Highly confident,Highly likely,"Informed her about available services,who to help her ,where to get helped",0,Highly likely,Highly beneficial,Crocheting helps get money since i sell my items and dignity kit it have very good and useful items which have help me and my family,Awareness raising helps me reduce my emotions and stress,No,Bring another project so as many women and girls who haven't benefit to get supported
Valid,Yes,Yes,Yes,Female,Bor,Hai panjak,No,Female,45-44,Block 2,0,8,Yes,0,Some university,Support from aid agencies,0,0-100 SSP,7 to 10,IDP,Urban area,Yes,Physical disability,Friend or family member,0,Yes,I was accompanied by my colleagues to the WGFS,Yes,The place is safe and secured,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,"Dignity kit,awareness raising on different types of GBV,she also benefit from IGA",Yes,To get helped like me,"To create more awareness on different types of GBV so as to reduce stress and emotions,to increased beadings and other support so that it can benefit all women and girls who didnt benefit",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Prevent STI,HIV/AIDS,unwanted pregnancies",Within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,Within 72 hours,"To prevent STI,HIV/AIDS,unwanted pregnancies",Yes,More willing,Health clinic,Somewhat open,Very open,Somewhat open,Agree,Male staff creates awareness in the community about different types of GBV,Highly confident,Highly likely,"I formed her about services available ,who to get help and where to get help",0,Highly likely,Highly beneficial,Iam find and happy about all the support i got from HLSS since iam well supported and my family,Awareness is the best thing i like since it reduces my stress and emotion level,No,To continue serving and supporting other vulnerables women and girls who are left out 
Valid,Yes,Yes,Yes,Female,Bor,Malou,No,Female,25-34,Malou,4,5,No,Wife,Some Primary,Petty business,0,>500 SSP,5 to 6,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,Near my home,Yes,The place is safe and secured,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,I was given crocheting threads which helps me make some design materials and i sold them and the money helps me run some small business which is helpful to me and my family for sustainability,Yes,To get help like me,To increased materials at WGFS so that many women and girls would benefit,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Prevent STI,HIV/AIDS,unwanted pregnancies",Within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,Within 72 hours,"To prevent unwanted pregnancies,STI,HIV/AIDS",Yes,More willing,Health clinic,Somewhat open,Very open,Somewhat open,Agree,Male are also engaged in awareness raising on different types of GBV,Highly confident,Highly likely,"Informed her about services ,who to help ,where to be helped",0,Somewhat likely,Highly beneficial,I got crocheting materials and they are useful and helpful to me and my family since it has given me some money,Dignity kit  which have very important and useful items inside,No,Bring more materials to support those who didnot benefit
Valid,Yes,Yes,Yes,Female,Bor,Malou,No,Female,25-34,Malou,3,8,Yes,0,Some secondary,Petty business,0,>500 SSP,5 to 6,Host community,Urban area,No,0,Friend or family member,0,Yes,Near my home,Yes,The place is safe and secured,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,Yes,HDC for NFI/shelter support,Highly satisfied,Embroidery have helped me get some money that sustained myself and my family,Yes,To get helped like me,To increased materials at WGFS so that many women and girls who are left out to benefit from HLSS services,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Prevent unwanted pregnancies,STI,HIV/AIDS",within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,Within 72 hours,"To be prevented from HIV/AIDS,STI and unwanted pregnancies",Yes,More willing,Health clinic,Somewhat open,Very open,Somewhat open,Agree,Male staff also creates awareness in the communities about GBV,Highly confident,Highly likely,"Tell her about where to get helped,who to help and assistance available",0,Somewhat likely,Highly beneficial,The awareness have help me reduce my stress and emotions level,Dignity kit which has different items which are very useful and of quality,No,To increased materials at WGFS and keep creating awareness so as to reduce stress
Valid,Yes,Yes,Yes,Female,Bor,Malou,No,Female,25-34,Malou,13,8,Yes,0,No education,Petty business,0,>500 SSP,5 to 6,Host community,Urban area,No,0,Friend or family member,0,Yes,Near my home,Yes,The place is safe and secured,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,I was given beadings and i make some cross designs which i sold and iam using money for small business which sustained me and my family,Yes,To get helped like me,To increased items especially beads so that many women and girls who are left out should benefit,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Prevent unwanted pregnancies,STI and HIV/AIDS",Within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,Within 72 hours,"To prevent unwanted pregnancies,STI,HIV/AIDS",Yes,More willing,WGFS,Somewhat open,Very open,Somewhat open,Agree,Male staff creates awareness on different types of GBV,Highly confident,Highly likely,"Tell her about available assistance,where to be helped and who to help them",0,Highly likely,Highly beneficial,Dignity kit which has different useful and quality items inside helps me and my family,Awareness raising helps me reduced my stressand emotions,No,Increased materials at WGFS so that many women and girls who are left out to benefit from HLSS services
Valid,Yes,Yes,Yes,Female,Bor,Malou,No,Female,25-34,Malou,5,3,Yes,0,No education,Petty business,0,>500 SSP,5 to 6,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,Near my home,Yes,The place is safe and secured,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,"Embroidery bedsheet help me get money which am currently making some small business ,i also use some money for paying my children school fees,i have use so e to clear bills for medication",Yes,To get help like me,Increased materials at WGFS so that many women and girls who are left out to benefit from HLSS services,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Prevent  unwanted pregnancies,STI,HIV/AIDS",Within 72 hours,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,0,0,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Within 72 hours,"To be given PEP, ECP, treatment for injuries and counselling sessions",Yes,More willing,Health clinic,Somewhat open,Very open,Somewhat open,Agree,Male staff also creates awareness in the community on GBV,Highly confident,Highly likely,"Tell her about available services,where to get helped and who to help her",0,Somewhat likely,Highly beneficial,Embroidery have help sustained myself and my family,Awareness sessions since it helps me reduce my emotions and stress level,No,Increased the items for WGFS and brings more project so that many women and girls who are left out to benefit from HLSS services
